Symbol	Japanese
MISSION_VINCENT_01_BRIEFING_LINE_8	承知している。クルコフ軍との戦闘は構わん。やりすぎなければな。
MISSION_VINCENT_01_START_LINE_1	こちらはオーリエル・クルコフ。クルコフ鉱業社の世継ぎであり、クルコフ・プライベート・アーミーの総司令官です。
MISSION_VINCENT_01_START_LINE_2	ネサリス軍の権限といったものは、ここでは通用しません。なぜ採掘ルートに軍艦が航行しているのです？
MISSION_VINCENT_01_START_LINE_3	その採掘ルートとやらを犯罪者が通っていれば、我々は追跡任務をやっているんだ。進路から退去しろ、今すぐにだ！
MISSION_VINCENT_01_START_LINE_4	よくも偉そうに！　ネサリスの艦が "ゾーン" にあるだけでも極めて怪しいのに、この私への無礼な態度。見逃せませんよ！
MISSION_VINCENT_01_START_LINE_5	あなたこそ、今すぐに回頭して "ゾーン" を離れなさい。
MISSION_VINCENT_01_START_LINE_6	それは聞けないな。さっさとカタをつけようじゃないか。
MISSION_VINCENT_01_END_LINE_1	そんな、勝てると思ったのに……。
MISSION_VINCENT_01_END_LINE_2	お子様には悪いことしちまったかな。
MISSION_VINCENT_01_END_LINE_3	お、お子様!?
MISSION_VINCENT_01_END_LINE_4	いいでしょう！　真面目にやっていないというなら、あなたには決闘を申し込みます！
MISSION_VINCENT_01_END_LINE_5	決闘？　本気かよ？　お嬢さんのゲームに付き合ってるヒマはないんだがな。
MISSION_VINCENT_01_END_LINE_6	私の率いる部隊との決闘に勝てば、ここを通すと言っているのです。シンプルでしょう。
MISSION_VINCENT_01_END_LINE_7	ぐっ……それで封鎖を解いてくれるんだな？
MISSION_VINCENT_02_BRIEFING_LINE_1	クルコフのお嬢様と、まだ揉めているのか？
MISSION_VINCENT_02_BRIEFING_LINE_2	ううむ、はい……今度は私と決闘したいだとか、ナンセンスなことを言っております。
MISSION_VINCENT_02_BRIEFING_LINE_3	こんなことをしている間に、NOMADは遥か先へと逃げおおせてしまうのですよ。
MISSION_VINCENT_02_BRIEFING_LINE_4	彼女の挑戦精神は称賛すべきだよ。貴様も見習え、ヴィンセント。ルーエンでNOMADに負けただなんて、ナマってたんじゃないか？
MISSION_VINCENT_02_BRIEFING_LINE_5	クルコフ嬢の決闘には、付き合ってやれ。NOMADを追うのはその後でいい。
MISSION_VINCENT_02_START_LINE_1	さあ、どちらがより優れた戦略家か、はっきりさせましょう。
MISSION_VINCENT_02_START_LINE_2	正直、驚いたな。第2世代のヴァリアブルアーマーまで持っているとは。
MISSION_VINCENT_02_START_LINE_3	あなたのVAも同等のようですね？　公平な勝負は望むところです。
MISSION_VINCENT_02_START_LINE_4	まったく……今度こそ、さっさとカタをつけてやる。
MISSION_VINCENT_02_END_LINE_1	これで満足か、オーリエル？　決闘に勝ったのは俺だ。ここを通してくれ。
MISSION_VINCENT_02_END_LINE_2	ええ、ここは退きましょう。クルコフの取引は常に誠実……ですが、また私たちの採掘ルートを嗅ぎまわるようなことがあれば、容赦はしません。
MISSION_VINCENT_02_END_LINE_3	ようやく終わったな。これでNOMADを追える。
MISSION_VINCENT_02_END_LINE_4	コマンダー。提督からの緊急通信です。
MISSION_VINCENT_02_END_LINE_5	ヴィンセント！　現時点のいかなる行動も中止し、最優先でネサリスへ戻れ。いいか、直ちにだ！
MISSION_VINCENT_02_END_LINE_6	NOMADの追跡を再開したばかりですが。
MISSION_VINCENT_02_END_LINE_7	NOMADなど後だ。我々のコロニーが攻撃を受けているんだぞ。今すぐ戻るんだ！
MISSION_VINCENT_03_CAPTURE_OBJECTIVE	橋を制御している前線基地を占領し、橋をオンラインに戻す。
MISSION_VINCENT_03_BRIEFING_LINE_1	提督、到着しました。どういう状況なのです？
MISSION_VINCENT_03_BRIEFING_LINE_2	海賊の一団がコロニー内に侵入している！
MISSION_VINCENT_03_BRIEFING_LINE_3	民間人が危険に晒されているんだ。ヴィンセント、貴様には海賊どもの掃討を頼む。
MISSION_VINCENT_03_BRIEFING_LINE_4	連中は、居住区の一つに防御陣地を築いたようですね。
MISSION_VINCENT_03_BRIEFING_LINE_5	ああ。さらには主要な橋の一つを通行不能にして、陣地を強化している。直接降下を試みた警備部隊は壊滅したよ。
MISSION_VINCENT_03_BRIEFING_LINE_6	まずは、橋の制御機構のある前哨基地を奪い返せ。橋を再起動すれば、遮蔽物を使って近づけもしよう。
MISSION_VINCENT_03_BRIEFING_LINE_7	了解。VA部隊を編成し、直ちに出撃します。
MISSION_VINCENT_03_START_LINE_1	さて、まずは橋を復旧させないとな。
MISSION_VINCENT_03_START_LINE_2	あの前哨基地から、橋の制御にアクセスできる。基地を占領して橋を起動すれば、あとは攻め込むだけだ。
MISSION_VINCENT_03_MID_LINE_1	よし。橋を開通させる。
MISSION_VINCENT_03_MID_LINE_2	これで奴らに隠れるところはない！
MISSION_VINCENT_03_END_LINE_1	コロニー内の海賊勢力を掃討しました。
MISSION_VINCENT_03_END_LINE_2	よくやってくれた。あのシャドーウルヴス海賊団は、ここしばらく我々の防衛網の隙を探っていたようだ。穴を見つけてからの襲撃だったわけだな。
MISSION_VINCENT_03_END_LINE_3	貴様もやっと調子が戻ってきたじゃないか。オーリエル・クルコフとの決闘が効いたか？
MISSION_VINCENT_03_END_LINE_4	はあ……。ジェイ、こんな時くらい素直にお褒めくださってもいいんですよ？
MISSION_VINCENT_03_END_LINE_5	失礼します、アーヴィン提督閣下。何者かに資源輸送船が襲われ、ハイジャックされたとの報告が入りました。
MISSION_VINCENT_03_END_LINE_6	何だと？　海賊は陽動に過ぎなかったとでも言うのか……？　ヴィンセント、出番だ。輸送船に何が起きているかを調べてこい。
MISSION_VINCENT_04_BRIEFING_LINE_1	ジェイ、資源輸送船を狙っている一団を捕捉しました。
MISSION_VINCENT_04_BRIEFING_LINE_2	妙だな……!?　あのVAの識別情報は、どの組織とも一致しない。
MISSION_VINCENT_04_BRIEFING_LINE_3	我々の施設で略奪をやっていたという識別不明VAと、同じものではあるようですが。
MISSION_VINCENT_04_BRIEFING_LINE_4	何者であれ、我々の輸送船に何をしたかは突き止めねばならん！
MISSION_VINCENT_04_START_LINE_1	よし、敵の包囲に成功！
MISSION_VINCENT_04_START_LINE_2	コマンダー、敵は通信回線を開こうとしません！　これでは降伏勧告も届いていないかと。
MISSION_VINCENT_04_START_LINE_3	何っ？　逃げ場のないこの状況で、まだ抵抗する気なのか？
MISSION_VINCENT_04_START_LINE_4	ならば仕方ない、実力行使だ！
MISSION_VINCENT_04_START_LINE_5	報告。付近にはクローキング地雷があるようです。注意してください。
MISSION_VINCENT_04_START_LINE_6	フン、やはりな。簡単な仕事にはならんか。
MISSION_VINCENT_04_END_LINE_1	コマンダー。敵ヴァリアブルアーマーの残骸から、生存者や所属の痕跡を捜索しました。
MISSION_VINCENT_04_END_LINE_2	降伏してくれりゃ、つくづく良かったんだが。こいつらの正体は、何か分かりそうか？
MISSION_VINCENT_04_END_LINE_3	そこなのですが、パイロットは存在しませんでした。あの敵VAはカラだったのです。
MISSION_VINCENT_04_END_LINE_4	ヴァリアブルアーマーの自動化技術といったものか？　あのVAは、何かの方法で遠隔操縦されていたと……。
MISSION_VINCENT_04_END_LINE_5	破片から回収できたのは、このデータモジュールだけです。
MISSION_VINCENT_04_END_LINE_6	見てみるか……読み取れるのは、いくつかの座標だけだ。セルリアの圏内のようだが。
MISSION_VINCENT_04_END_LINE_7	この座標、消えた輸送船の手がかりになるかもしれん。更に調べる必要があるな。
MISSION_VINCENT_05_DEFEND_OBJECTIVE	製造プラントの前哨基地のいずれかを失うか、またはすべての味方ユニットを失う。
MISSION_VINCENT_05_BRIEFING_LINE_1	ヴィンセント、報告書は受領した。貴様の惑星セルリア調査の継続については、同盟議会に無事承認されたぞ。
MISSION_VINCENT_05_BRIEFING_LINE_2	ありがとうございます、提督。敵の残骸から見つかった座標は、あるVA製造プラントを示していました。次はそこを調査します。
MISSION_VINCENT_05_BRIEFING_LINE_3	くれぐれも慎重にな。サンクタムは大義名分さえあれば、攻撃をためらわんだろう。
MISSION_VINCENT_05_BRIEFING_LINE_4	輸送船をハイジャックした輩も、サンクタムと関わりがあるのでしょうか？
MISSION_VINCENT_05_BRIEFING_LINE_5	そうとも思えんが、敵の大元は依然として掴めないままだ。注意は払えよ。
MISSION_VINCENT_05_START_LINE_1	まだ何も見つからないのか？　もう数日は経つってのに……。
MISSION_VINCENT_05_START_LINE_2	はっ、まだ何もありません。施設の規模が大きく、ほとんどのデータが厳重に暗号化されております。
MISSION_VINCENT_05_START_LINE_3	セルリアにネサリス軍が!?　我が軍の施設を襲い、強奪をやってるって奴らか！
MISSION_VINCENT_05_START_LINE_4	探索を続けろ。俺は彼らに状況を説明する。
MISSION_VINCENT_05_START_LINE_5	イエス、サー！
MISSION_VINCENT_05_START_LINE_6	そこのセルリア軍、聞いてくれ！　我々に戦闘の意志はない！
MISSION_VINCENT_05_START_LINE_7	ネサリスでは多数の輸送船がハイジャックされ、行方知れずになっている。俺達はこの放棄された製造プラントで、手がかりを集めていた。必要なのは情報だけだ。
MISSION_VINCENT_05_START_LINE_8	外交ゴッコなど無駄だ。ネサリスのクズどもが見え透いた嘘を言いやがって！　貴様らは警備部隊を排除して、停戦協定を破ったのだろうが！
MISSION_VINCENT_05_START_LINE_9	聞けと言っている！　ここは完全に無人だったんだ。協定を破ってなどいない。
MISSION_VINCENT_05_START_LINE_10	これで昇進できるぞ！　VAは全機前進、ネサリスの侵入者を撃破せよ！
MISSION_VINCENT_05_START_LINE_11	クソッ、選択の余地無しか！　探し物ごとプラントを奪われるわけにはいかないぞ！
MISSION_VINCENT_05_END_LINE_1	コマンダー、検索にヒットするものがありました！　関連するアーカイブをダウンロード中です。
MISSION_VINCENT_05_END_LINE_2	ようやくか！　完了しだい全機撤収！　回収データの確認のため、"タイドブレイカー" に帰投する。
MISSION_VINCENT_05_END_LINE_3	セルリアンめ、わけを聞こうともせず！
MISSION_VINCENT_05_END_LINE_4	「わけ」だと？　停戦協定が破られた言い訳を、ここでしてみるか、ヴィンセント!?
MISSION_VINCENT_05_END_LINE_5	いいか、私の責任ごときは同盟議会で取りようもある。だがこの一件では貴様自身が、軍法会議にかけられるかもしれんのだぞ。
MISSION_VINCENT_05_END_LINE_6	ジェイ……。
MISSION_VINCENT_05_END_LINE_7	それだけのことをしたんだ。得るものはあったんだろうな？
MISSION_VINCENT_05_END_LINE_8	ええ。あの製造プラントのアーカイブには、何者かのハッキングの痕跡がありました。セルリアの周回軌道にある古い造船所のアクセスコードを探していたのです。
MISSION_VINCENT_05_END_LINE_9	いかにも怪しいな。ソブリン戦争の後、サンクタムは資源節約のために軌道造船所のほとんどを閉鎖したはずだ。
MISSION_VINCENT_05_END_LINE_10	ちょうど輸送船を数隻、誰にも気付かれないよう隠すならば……うってつけの場所かもしれません。
MISSION_VINCENT_06_RALLY_OBJECTIVE	いずれかの味方ユニット1体を集結地点に到達させる。
MISSION_VINCENT_06_BRIEFING_LINE_1	コマンダー、ご依頼の概略レポートです。
MISSION_VINCENT_06_BRIEFING_LINE_2	ご苦労。君たちには情報収集のため、軌道造船所へ侵入してもらうことになる。
MISSION_VINCENT_06_BRIEFING_LINE_3	不必要な交戦は避けるように。何が起きているかを静かに観察してくるんだ。
MISSION_VINCENT_06_BRIEFING_LINE_4	残念ながら、俺は前回のセルリア軍との衝突のかどで、同盟議会の緊急評議に召喚されている。
MISSION_VINCENT_06_BRIEFING_LINE_5	各ネサリス・コロニーの代表者と通信リンクが繋がってる。リモート会議だな。
MISSION_VINCENT_06_BRIEFING_LINE_6	今のところ俺の軍籍はまだタイドブレイカーにあるが、議会の決定が下るまでは動くことができない。
MISSION_VINCENT_06_BRIEFING_LINE_7	賊の手がかりを見失うなよ。期待してるぞ。
MISSION_VINCENT_06_START_LINE_1	大丈夫でしょうか、コマンダーは……。
MISSION_VINCENT_06_START_LINE_2	提督がついているんだぞ。アーヴィン提督はいつもヴィンセントさんを気にかけておられる。
MISSION_VINCENT_06_START_LINE_3	あの方が "ソブリン戦争の竜" と呼ばれているのは、伊達じゃないんだ。提督は私やお前たちの思う以上にタフだよ。
MISSION_VINCENT_06_START_LINE_4	戻ってきた！　VAだけだ。輸送船はいない。
MISSION_VINCENT_06_START_LINE_5	そうか……。奴らは我が軍の輸送船をここに持ち込んで、解体しているに違いない。
MISSION_VINCENT_06_START_LINE_6	荷物や部材は、さらに別の所へと運び出しているようだがな。
MISSION_VINCENT_06_START_LINE_7	奴ら、こちらに気付いたようです。撤退しなければ！
MISSION_VINCENT_06_START_LINE_8	我々の装備ではあのVA、 "サーペンス" には対処できない。集結地点からコマンダーへ連絡する必要がある。
MISSION_VINCENT_06_START_LINE_9	間違っても、"サーペンス" に正面からぶつかれるだなんて思うなよ……。
MISSION_VINCENT_06_MID_LINE_1	着いた！　タイドブレイカー応答願う。こちら造船所の偵察隊だ。増援を要請！
MISSION_VINCENT_06_MID_LINE_2	もう向かってるよ。間もなく到着だ
MISSION_VINCENT_06_MID_LINE_3	コマンダー!?
MISSION_VINCENT_06_MID_LINE_4	詳しいことは後で聞こう。だが今は……。
MISSION_VINCENT_06_MID_LINE_5	この造船所を完全に封鎖する。それが同盟議会の決定だ！
MISSION_VINCENT_07_BRIEFING_LINE_1	まあ、無事に済んで良かったな。議会が話を聞いてくれるムードだったのは、運も向いていた。
MISSION_VINCENT_07_BRIEFING_LINE_2	ネサリス生粋のウォー・ヒーローが味方についていれば、怖いものなんかありませんよ。
MISSION_VINCENT_07_BRIEFING_LINE_3	おだてるな、まったく。
MISSION_VINCENT_07_BRIEFING_LINE_4	同盟議会はサンクタムとの和解を探るだろうが、当面のあいだ停戦は解除されている。敵対行為が予想されることは覚えておけ。
MISSION_VINCENT_07_BRIEFING_LINE_5	それで、造船所の件は？
MISSION_VINCENT_07_BRIEFING_LINE_6	造船所と、それを占拠していた無人VA、ともに破壊しました。
MISSION_VINCENT_07_BRIEFING_LINE_7	その際に偵察隊の取得したデータによって、敵の使っていた2つの主要なルートを割り出すことができました。
MISSION_VINCENT_07_BRIEFING_LINE_8	無人VAを操っている何者かは、我が軍の輸送船を盗み出しては解体していました。その部材は、2つのルートのいずれか一方から運び出されていたのです。
MISSION_VINCENT_07_BRIEFING_LINE_9	このうち一方の終端は宇宙空間の何もない領域、もう一方はセルリアの北部地域に繋がっています。
MISSION_VINCENT_07_BRIEFING_LINE_10	私がセルリア北部へのルートを辿ります。宇宙空間の調査には、別の部隊を。
MISSION_VINCENT_07_BRIEFING_LINE_11	空白の宇宙空間だと？　これも陽動ではないのか？
MISSION_VINCENT_07_BRIEFING_LINE_12	ええ。誰かに遊ばれているようなイヤらしさはありますが、それでも確認は必要でしょう。
MISSION_VINCENT_07_START_LINE_1	ようこそ、ヴィンセント！　いつ来てくれるかと思ってたぜ。
MISSION_VINCENT_07_START_LINE_2	シャドーウルヴスのリーダーだな？　輸送船収奪と無人VAの事件、貴様が背後に居たのか？
MISSION_VINCENT_07_START_LINE_3	ハハハハ！　なかなか鋭いんじゃないか？
MISSION_VINCENT_07_START_LINE_4	だが悪いな、ヴィンちゃん。俺様の手柄ばかりじゃァないんだ。最近は悪事にもパートナーってもんが居てな。
MISSION_VINCENT_07_START_LINE_5	なんであれ、お前はネサリスに連行させてもらうぞ。指名手配犯のセルバンテス・モレイ！
MISSION_VINCENT_07_START_LINE_6	イイねェェェ！　俺様の手下どもが、ちょうど退屈で死にそうだったとこだ！
MISSION_VINCENT_07_START_LINE_7	ちょっくら楽しませてくれよ、ハハハ!!!
MISSION_VINCENT_07_END_LINE_1	これはただのウォーミングアップよ！　メインイベントが見たきゃ、追ってくるこったな！　ハーハハハ！
MISSION_VINCENT_08_BRIEFING_LINE_1	……では、すべての黒幕はセルバンテス・モレイのシャドーウルヴスか？
MISSION_VINCENT_08_BRIEFING_LINE_2	しかし奴は、「悪事のパートナー」とも言っていました。そこは気になります……。
MISSION_VINCENT_08_BRIEFING_LINE_3	無人VAか？
MISSION_VINCENT_08_BRIEFING_LINE_4	そうです。糸を引いているのは、モレイだけではないのでしょう。
MISSION_VINCENT_08_BRIEFING_LINE_5	造船所に繋がっていた他のルートにも、分隊を送っていたな。そちらの進展はあったのか？
MISSION_VINCENT_08_BRIEFING_LINE_6	いえ、まだ何も。ですが今はシャドーウルヴスを優先すべきかと。追跡中のセルバンテスは、荒野地帯の拠点に逃げ込みました。
MISSION_VINCENT_08_BRIEFING_LINE_7	いいだろう、まずはセルバンテスだ。貴様らネサリス・フォワード・スカウト・チームの怒りを、海賊どもに思い知らせてやれ！
MISSION_VINCENT_08_START_LINE_1	おおヴィンセント、嬉しいぜ！　よく来てくれたなァ！
MISSION_VINCENT_08_START_LINE_2	ここで最後だ、セルバンテス！　事が済んだら何もかも、洗いざらい吐いてもらうぞ。
MISSION_VINCENT_08_START_LINE_3	そうかい!?　ハーハハ!!!　待ちきれねえよ！
MISSION_VINCENT_08_START_LINE_4	コマンダー、注意を！　エリア内にクローキング地雷を検知しました。
MISSION_VINCENT_08_START_LINE_5	ヒュウ！　足元に気を付けな、ウサギさんたち！　誰かさんがサプライズを隠してくれてるってよォ！
MISSION_VINCENT_08_END_LINE_1	コマンダー！　セルバンテスの確保、拘束に成功！
MISSION_VINCENT_08_END_LINE_2	いいぞ、よくやった！　奴の尋問をする。タイドブレイカーに撤収するぞ。
MISSION_VINCENT_08_END_LINE_3	着信だと？　これはセルリアの軍用回線？
MISSION_VINCENT_08_END_LINE_4	久しぶりだな、ヴィンセント・ユヴィール。
MISSION_VINCENT_08_END_LINE_5	こちらに在るべきもの、どうやら貴様が手にしてしまったか。
MISSION_VINCENT_09_BRIEFING_LINE_1	ジェイ。セルバンテスを拘束したところに、イゾル・ルクマーンが現れました。
MISSION_VINCENT_09_BRIEFING_LINE_2	あの男はセルバンテスの引き渡しを要求しています。"キャプテン" モレイは、サンクタムでも指名手配犯のようで。
MISSION_VINCENT_09_BRIEFING_LINE_3	あのルクマーンはどうなのだ、ヴィンセント？　貴様は前の戦争以来、奴から相当の恨みを買っているらしいな。
MISSION_VINCENT_09_BRIEFING_LINE_4	ええ。停戦協定が破られているのは、ルクマーンには格好の口実でしょう。
MISSION_VINCENT_09_BRIEFING_LINE_5	彼とは対決せねばならんな。貴様にはセルバンテスの連行と尋問のため、全権が与えられている。
MISSION_VINCENT_09_BRIEFING_LINE_6	セルバンテスをルクマーンの手に渡してはならん。
MISSION_VINCENT_09_START_LINE_1	海賊の拠点を落としたのは認めるが、ここは我々の領地。そして私の任務は、セルバンテスを連行することだ！
MISSION_VINCENT_09_START_LINE_2	無理言うな、俺達だって海賊から聞き出すことがあるんだ。奴はこちらで連行する。
MISSION_VINCENT_09_START_LINE_3	やってみるがいいヴィンセント！　停戦協定が無くなったのならば、昔のように私と戦ってみせろ！
MISSION_VINCENT_09_END_LINE_1	ヴィンセント・ユヴィールッ！
MISSION_VINCENT_09_END_LINE_2	これで満足かよ!?　俺の邪魔をするな！
MISSION_VINCENT_09_END_LINE_3	まだ終わりではない……！
MISSION_VINCENT_09_END_LINE_4	ルクマーンのプライドは叩き折ってやったが、あれも諦めの悪い奴だからな。
MISSION_VINCENT_09_END_LINE_5	ヴィンセント。セルバンテスからは何か掴めたか？　証言は？
MISSION_VINCENT_09_END_LINE_6	（フー……）あれは面倒な男ですね。我々に注目されること自体を楽しんでいるようだ……。それでも、幾つか答えは得ました。
MISSION_VINCENT_09_END_LINE_7	造船所から宙域方面のルートに行かせた分隊が、なぜ戻って来なかったのかも分かりましたよ。
MISSION_VINCENT_09_END_LINE_8	セルバンテスは、あのルートの先に盗まれた物資が集められていると言っていました。そこに「犯罪のパートナー」とやらが待っていると。
MISSION_VINCENT_09_END_LINE_9	ふむ、貴様の辿った地上方面のルート……モレイの居た拠点のほうこそが、囮だったわけだな？
MISSION_VINCENT_09_END_LINE_10	あの空白の宙域に、何かが居るのは間違いありません。提督、艦隊を派遣しましょう！
MISSION_VINCENT_09_END_LINE_11	落ち着け、ヴィンセント！　頭を使え。
MISSION_VINCENT_09_END_LINE_12	そのような大規模な作戦展開には同盟議会の承認が必要だ。相手の正体が分かるまでは、これ以上の動員はできん。
MISSION_VINCENT_09_END_LINE_13	今は海賊をネサリスまで連行しろ。奴から情報を引き出す間に、我が軍は有事に備える。
MISSION_VINCENT_10_BRIEFING_LINE_1	あの暴君がまだ生きているだと？　サンクタムの権力闘争で、くたばったはずだろう……。
MISSION_VINCENT_10_BRIEFING_LINE_2	オズウェルは、あの要塞を造るために何年も資源をかすめ取っていたわけですね。完成が近づいて、活動が大胆になっていったのでしょう。
MISSION_VINCENT_10_BRIEFING_LINE_3	ジェイ、無人VAの活動が止まりません。艦隊を向かわせるべきではありませんか？　あの要塞と、自律型VAの制御システムさえ破壊できれば、我々は勝てます。
MISSION_VINCENT_10_BRIEFING_LINE_4	言われるまでもない、ヴィンセント。我が軍の艦は前線に向かっているところだ。
MISSION_VINCENT_10_BRIEFING_LINE_5	情報によれば、既にクルコフとセルリアの両軍が連携しているようだ。二手に展開して要塞を攻撃している。
MISSION_VINCENT_10_BRIEFING_LINE_6	なるほど、ライサンダーの脅威の前では、協調せざるを得ないか……。そうなると、わざわざ手柄を持って行かせるのは惜しいですね。
MISSION_VINCENT_10_BRIEFING_LINE_7	フッ、我が軍の力も見せつけてやらんとな。しかし、まずはコロニーに入り込んだライサンダーの勢力を止めるぞ！
MISSION_VINCENT_10_END_LINE_1	偵察隊は、NOMADの旗艦がライサンダーの要塞に向かうのを見たと報告している。
MISSION_VINCENT_10_END_LINE_2	追撃せよとおっしゃる？
MISSION_VINCENT_10_END_LINE_3	そうではない。彼らがライサンダーを相手に戦うなら、それはネサリスのためにもなる、ということだ。
MISSION_VINCENT_10_END_LINE_4	まさか、連中と手を組めと？　あのNOMADとですか？
MISSION_VINCENT_10_END_LINE_5	NOMADは取るに足らん小さな傭兵団だが、DUSK強化のパイロットを持つ唯一の戦力でもある。もし我々がクルコフやセルリアと連携し、要塞の防衛戦力を足止めできるとすれば……。
MISSION_VINCENT_10_END_LINE_6	なるほど。彼らのエースを要塞に突入させるのですね。
MISSION_VINCENT_10_END_LINE_7	あの子のDUSK能力を考えれば、賭けるに値する一手かもしれんぞ。
MISSION_NAME_AURIELLE_01	警備任務
MISSION_NAME_AURIELLE_02	家業の重さ
MISSION_NAME_AURIELLE_03	働き手の報い
MISSION_NAME_AURIELLE_04	逃走のアート
MISSION_NAME_AURIELLE_05	招かれざる客
MISSION_NAME_AURIELLE_06	父の危機
MISSION_NAME_AURIELLE_07	進入禁止
MISSION_NAME_AURIELLE_08	家業と迷い
MISSION_NAME_AURIELLE_09	人質交換
MISSION_NAME_AURIELLE_10	クルコフの誇り
MISSION_DESCRIPTION_AURIELLE_01	オーリエルは父の仕事に随伴し、セルリアでの商取引の安全を確保する。
MISSION_DESCRIPTION_AURIELLE_02	セルリアから帰還するオーリエル達に、一つの救難信号が届く。
MISSION_DESCRIPTION_AURIELLE_03	クルコフ・プライベート・アーミーは、窮地にあるクルコフの労働者のためにも活動する。
MISSION_DESCRIPTION_AURIELLE_04	アイザックは、ある手掛かりを探すためにオーリエルを "ゾーン" 内のコロニーに派遣する。
MISSION_DESCRIPTION_AURIELLE_05	あの宿敵がヘイル3コロニーに現れる。
MISSION_DESCRIPTION_AURIELLE_06	オーリエルは海賊セルバンテスを追跡する。海賊はアイザックを人質に取っていた。
MISSION_DESCRIPTION_AURIELLE_07	セルバンテスの船・ハントレスを追跡するオーリエルは、ある秘密基地に辿り着く。
MISSION_DESCRIPTION_AURIELLE_08	クルコフの補給所が攻撃に晒される中で、オーリエルは優先順位を決断せねばならない。
MISSION_DESCRIPTION_AURIELLE_09	セルバンテスとアイザックが発見され、オーリエルは救出作戦を決行する。
MISSION_DESCRIPTION_AURIELLE_10	オーリエルはシャドーウルヴスの残党に対する防衛作戦の指揮を執る。
MISSION_AURIELLE_01_BRIEFING_LINE_1	お父様、警備部隊の配置は完了しました。
MISSION_AURIELLE_01_BRIEFING_LINE_2	ありがとう、オーリエル。今回は特に重要な取引だからな。どのようなリスクも負いたくないのだ。
MISSION_AURIELLE_01_BRIEFING_LINE_3	我々クルコフは今なお、この星系随一のエイオナイト鉱石の供給業者だ。その名声は、守り通さねばならん。
MISSION_AURIELLE_01_BRIEFING_LINE_4	お仕事でセルリアに来るのも久しぶりですから。用心に越したことはありません。
MISSION_AURIELLE_01_BRIEFING_LINE_5	そうだな……。サンクタムからビジネスの許可を得ているのだから、少なくとも軍に邪魔されるようなことはないはずだが。
MISSION_AURIELLE_01_BRIEFING_LINE_6	予測されるトラブルといったものはありませんが、私と配下のチームが会議が終わるまでお守りします。
MISSION_AURIELLE_01_START_LINE_1	今のところは静かですね、コマンダー。要報告事項は無し。
MISSION_AURIELLE_01_START_LINE_2	いや待てよ、これは……。
MISSION_AURIELLE_01_START_LINE_3	ヴァリアブルアーマーの識別信号、複数接近！
MISSION_AURIELLE_01_START_LINE_4	各員、敵を会議から遠ざけてください！
MISSION_AURIELLE_01_END_LINE_1	ご苦労だったな。お前たち警備部隊のお陰で、取引は滞りなく進んだ。クライアントへの貨物の受け渡しも済んだよ。
